niego	-1.4	0.4899	[-1, -1, -1, -1, -2, -1, -2, -2, -1, -2]
niegas	-1.4	0.4899	[-1, -1, -1, -1, -2, -1, -2, -2, -1, -2]
negamos	-1.4	0.4899	[-1, -1, -1, -1, -2, -1, -2, -2, -1, -2]
niegan	-1.4	0.4899	[-1, -1, -1, -1, -2, -1, -2, -2, -1, -2]
negando	-1.4	0.4899	[-1, -1, -1, -2, -2, -2, -1, -2, -1, -1]
deprimir	-2.2	0.74833	[-2, -1, -3, -3, -2, -2, -3, -3, -1, -2]
deprimo	-2.2	0.74833	[-2, -1, -3, -3, -2, -2, -3, -3, -1, -2]
deprimes	-2.2	0.74833	[-2, -1, -3, -3, -2, -2, -3, -3, -1, -2]
deprimen	-2.2	0.74833	[-2, -1, -3, -3, -2, -2, -3, -3, -1, -2]
deprimimos	-2.2	0.74833	[-2, -1, -3, -3, -2, -2, -3, -3, -1, -2]
depresivo	-1.6	1.11355	[-3, -1, 0, -1, 0, -2, -3, -1, -3, -2]
depresiva	-1.6	1.11355	[-3, -1, 0, -1, 0, -2, -3, -1, -3, -2]
depresivos	-1.6	0.91652	[-1, -1, -3, -3, -2, 0, -1, -2, -2, -1]
depresivas	-1.6	0.91652	[-1, -1, -3, -3, -2, 0, -1, -2, -2, -1]
deprimidos	-2.3	0.45826	[-2, -2, -2, -2, -2, -3, -3, -3, -2, -2]
deprimidas	-2.3	0.45826	[-2, -2, -2, -2, -2, -3, -3, -3, -2, -2]
deprime	-2.2	0.6	[-2, -2, -2, -2, -3, -3, -1, -2, -3, -2]
deprimible	-1.7	0.78102	[-2, -1, 0, -3, -2, -2, -2, -1, -2, -2]
deprimiendo	-1.6	1.28062	[-2, -2, -2, 2, -3, -1, -2, -2, -2, -2]
depresivamente	-2.3	0.45826	[-2, -3, -2, -2, -2, -3, -3, -2, -2, -2]
depresión	-2.7	0.64031	[-3, -2, -2, -2, -2, -3, -4, -3, -3, -3]
depresion	-2.7	0.64031	[-3, -2, -2, -2, -2, -3, -4, -3, -3, -3]
depresiones	-2.2	0.6	[-2, -3, -3, -2, -2, -2, -3, -2, -2, -1]
depresivo	-1.6	1.11355	[-2, -1, -1, -2, -1, -2, -3, 1, -3, -2]
depresivamente	-2.1	0.53852	[-3, -2, -3, -2, -2, -2, -2, -1, -2, -2]
depresivos	-1.5	0.5	[-2, -1, -1, -2, -1, -1, -1, -2, -2, -2]
depresor	-1.8	1.16619	[-2, -4, -3, 0, 0, -2, -2, -2, -1, -2]
depresora	-1.8	1.16619	[-2, -4, -3, 0, 0, -2, -2, -2, -1, -2]
depresores	-1.7	0.9	[-1, -1, -1, -2, -1, -2, -4, -2, -2, -1]
depresoras	-1.7	0.9	[-1, -1, -1, -2, -1, -2, -4, -2, -2, -1]
despresurización	-0.3	0.78102	[1, 0, 0, -1, -1, 0, -2, 0, 0, 0]
despresurizacion	-0.3	0.78102	[1, 0, 0, -1, -1, 0, -2, 0, 0, 0]
despresurizaciones	-0.4	0.91652	[0, 0, 0, 0, 1, -2, -1, 0, -2, 0]
despresurizar	-0.5	0.80623	[0, 0, -2, 0, -2, 0, 0, 0, 0, -1]
despresurizo	-0.5	0.80623	[0, 0, -2, 0, -2, 0, 0, 0, 0, -1]
despresurizas	-0.5	0.80623	[0, 0, -2, 0, -2, 0, 0, 0, 0, -1]
despresurizamos	-0.5	0.80623	[0, 0, -2, 0, -2, 0, 0, 0, 0, -1]
despresurizan	-0.5	0.80623	[0, 0, -2, 0, -2, 0, 0, 0, 0, -1]
despresurizado	-0.3	0.64031	[0, 0, 0, 0, 0, 0, -1, 0, -2, 0]
despresurizada	-0.3	0.64031	[0, 0, 0, 0, 0, 0, -1, 0, -2, 0]
despresuriza	-0.3	0.64031	[0, 0, 0, 0, 0, 0, -1, 0, -2, 0]
despresurizando	-0.7	1.34536	[2, 0, -1, -1, -2, -2, 1, -2, 0, -2]
privación	-2.1	0.7	[-1, -2, -2, -2, -1, -3, -3, -3, -2, -2]
privacion	-2.1	0.7	[-1, -2, -2, -2, -1, -3, -3, -3, -2, -2]
privaciones	-1.2	0.87178	[0, -1, -2, -1, 0, -2, -1, -1, -3, -1]
privar	-2.1	0.7	[-3, -2, -1, -3, -1, -2, -2, -3, -2, -2]
privo	-2.1	0.7	[-3, -2, -1, -3, -1, -2, -2, -3, -2, -2]
privas	-2.1	0.7	[-3, -2, -1, -3, -1, -2, -2, -3, -2, -2]
privamos	-2.1	0.7	[-3, -2, -1, -3, -1, -2, -2, -3, -2, -2]
privan	-2.1	0.7	[-3, -2, -1, -3, -1, -2, -2, -3, -2, -2]
privado	-2.1	0.7	[-2, -2, -2, -2, -2, -4, -2, -2, -1, -2]
privada	-2.1	0.7	[-2, -2, -2, -2, -2, -4, -2, -2, -1, -2]
privador	-1.6	0.91652	[-1, -2, -1, -2, -1, -4, -2, -1, -1, -1]
privadora	-1.6	0.91652	[-1, -2, -1, -2, -1, -4, -2, -1, -1, -1]
privadores	-1.4	0.66332	[-2, -1, -1, -3, -1, -1, -1, -1, -2, -1]
privadoras	-1.4	0.66332	[-2, -1, -1, -3, -1, -1, -1, -1, -2, -1]
priva	-1.7	0.64031	[-2, -2, -1, -2, -1, -3, -2, -1, -1, -2]
privando	-2.0	0.0	[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2]
descarrilar	-1.2	1.07703	[-1, 1, -1, -2, -1, -2, -1, -3, -2, 0]
descarrilo	-1.2	1.07703	[-1, 1, -1, -2, -1, -2, -1, -3, -2, 0]
descarrilas	-1.2	1.07703	[-1, 1, -1, -2, -1, -2, -1, -3, -2, 0]
descarrilamos	-1.2	1.07703	[-1, 1, -1, -2, -1, -2, -1, -3, -2, 0]
descarrilan	-1.2	1.07703	[-1, 1, -1, -2, -1, -2, -1, -3, -2, 0]
descarrilado	-1.4	0.66332	[-1, -2, -2, 0, -1, -1, -2, -1, -2, -2]
descarrilada	-1.4	0.66332	[-1, -2, -2, 0, -1, -1, -2, -1, -2, -2]
descarrila	-1.3	0.78102	[-2, -3, -1, -2, -1, -1, 0, -1, -1, -1]
ridiculizar	-1.1	1.22066	[-3, -2, -2, -1, -1, -1, 1, -2, -1, 1]
ridiculizo	-1.1	1.22066	[-3, -2, -2, -1, -1, -1, 1, -2, -1, 1]
ridiculizas	-1.1	1.22066	[-3, -2, -2, -1, -1, -1, 1, -2, -1, 1]
ridiculizamos	-1.1	1.22066	[-3, -2, -2, -1, -1, -1, 1, -2, -1, 1]
ridiculizan	-1.1	1.22066	[-3, -2, -2, -1, -1, -1, 1, -2, -1, 1]
ridiculizado	-0.8	0.87178	[-2, -1, -2, 0, 0, -1, -1, -1, 1, -1]
ridiculizados	-0.8	0.87178	[-2, -1, -2, 0, 0, -1, -1, -1, 1, -1]
ridiculizada	-0.8	0.87178	[-2, -1, -2, 0, 0, -1, -1, -1, 1, -1]
ridiculizadas	-0.8	0.87178	[-2, -1, -2, 0, 0, -1, -1, -1, 1, -1]
ridiculiza	-1.0	1.0	[-1, -2, -2, 0, 0, 1, -1, -2, -1, -2]
ridiculizando	-1.5	0.80623	[-2, -2, 0, 0, -2, -1, -2, -2, -2, -2]
burla	-1.2	1.249	[-1, -2, -2, -2, -1, -1, 1, 1, -3, -2]
deseable	1.3	0.45826	[2, 1, 1, 1, 1, 1, 1, 2, 2, 1]
deseo	1.7	0.78102	[1, 1, 2, 1, 3, 3, 1, 2, 2, 1]
deseado	1.1	1.04403	[1, 1, 0, 3, 1, 0, 1, 1, 3, 0]
deseada	1.1	1.04403	[1, 1, 0, 3, 1, 0, 1, 1, 3, 0]
deseoso	1.3	0.64031	[1, 2, 1, 2, 2, 1, 2, 1, 0, 1]
deseosa	1.3	0.64031	[1, 2, 1, 2, 2, 1, 2, 1, 0, 1]
desespero	-1.3	1.9	[2, -1, -3, -1, -3, 1, -3, 1, -3, -3]
desesperado	-2.7	0.45826	[-2, -2, -3, -3, -3, -3, -3, -2, -3, -3]
desesperada	-2.7	0.45826	[-2, -2, -3, -3, -3, -3, -3, -2, -3, -3]
desesperados	-1.3	1.00499	[-2, -1, -1, 1, -2, -1, -2, -1, -1, -3]
desesperadas	-1.3	1.00499	[-2, -1, -1, 1, -2, -1, -2, -1, -1, -3]
desesperando	-2.3	0.64031	[-2, -1, -3, -2, -3, -2, -2, -2, -3, -3]
desesperadamente	-2.2	0.74833	[-2, -2, -2, -2, -4, -2, -3, -1, -2, -2]
desespera	-2.7	1.00499	[-3, -4, -1, -3, -4, -2, -1, -3, -3, -3]
desesperación	-2.0	1.0	[-2, -1, -1, -2, -3, -3, -1, -4, -1, -2]
desesperacion	-2.0	1.0	[-2, -1, -1, -2, -3, -3, -1, -4, -1, -2]
desesperaciones	-2.2	1.66132	[-1, -4, -2, -4, -4, -1, -1, -2, 1, -4]
despreciar	-1.4	1.35647	[-2, -3, -1, -2, -1, 1, -3, 1, -2, -2]
desprecio	-1.4	1.35647	[-2, -3, -1, -2, -1, 1, -3, 1, -2, -2]
desprecias	-1.4	1.35647	[-2, -3, -1, -2, -1, 1, -3, 1, -2, -2]
despreciamos	-1.4	1.35647	[-2, -3, -1, -2, -1, 1, -3, 1, -2, -2]
desprecian	-1.4	1.35647	[-2, -3, -1, -2, -1, 1, -3, 1, -2, -2]
despreciado	-1.7	1.48661	[-2, -1, -3, -2, -3, 1, -3, 1, -2, -3]
desprecios	-2.5	1.0247	[-2, -2, -3, -2, 0, -3, -4, -3, -3, -3]
despreciador	-1.8	1.07703	[-2, -1, -3, 1, -2, -2, -3, -2, -2, -2]
despreciadora	-1.8	1.07703	[-2, -1, -3, 1, -2, -2, -3, -2, -2, -2]
despreciadores	-1.6	1.35647	[-3, -3, -1, -3, -2, -1, -1, 1, 0, -3]
despreciadoras	-1.6	1.35647	[-3, -3, -1, -3, -2, -1, -1, 1, 0, -3]
desprecia	-2.0	1.26491	[-3, -1, -3, 1, -2, -1, -3, -2, -3, -3]
despreciando	-2.7	0.9	[-4, -3, -3, -4, -1, -2, -3, -2, -2, -3]
abatido	-2.1	0.53852	[-2, -2, -2, -3, -2, -2, -1, -3, -2, -2]
abatida	-2.1	0.53852	[-2, -2, -2, -3, -2, -2, -1, -3, -2, -2]
destruir	-2.5	0.67082	[-2, -3, -3, -1, -3, -3, -3, -2, -2, -3]
descructor	-2.0	0.89443	[-2, -3, -3, -3, -1, -2, -2, -2, 0, -2]
descructora	-2.0	0.89443	[-2, -3, -3, -3, -1, -2, -2, -2, 0, -2]
destructores	-2.3	0.78102	[-1, -3, -3, -3, -2, -2, -3, -3, -1, -2]
destructoras	-2.3	0.78102	[-1, -3, -3, -3, -2, -2, -3, -3, -1, -2]
destruyendo	-2.6	0.91652	[-2, -4, -4, -2, -1, -3, -2, -3, -2, -3]
destruye	-2.6	0.4899	[-3, -3, -3, -2, -2, -2, -3, -3, -2, -3]
destruído	-1.9	1.04403	[-4, -1, -2, -2, -2, -1, -3, -2, 0, -2]
destruido	-1.9	1.04403	[-4, -1, -2, -2, -2, -1, -3, -2, 0, -2]
destruída	-1.9	1.04403	[-4, -1, -2, -2, -2, -1, -3, -2, 0, -2]
destruida	-1.9	1.04403	[-4, -1, -2, -2, -2, -1, -3, -2, 0, -2]
acabado	-1.9	1.04403	[-4, -1, -2, -2, -2, -1, -3, -2, 0, -2]
acabada	-1.9	1.04403	[-4, -1, -2, -2, -2, -1, -3, -2, 0, -2]
destructibilidad	-1.8	1.07703	[-1, -2, -1, -1, -2, -3, -2, 0, -4, -2]
destruíble	-1.5	1.11803	[-2, -2, -2, -1, 1, -1, -3, -1, -3, -1]
destruyendo	-2.5	0.67082	[-2, -3, -2, -3, -2, -2, -2, -3, -2, -4]
destrucción	-2.7	0.9	[-4, -3, -4, -3, -2, -2, -3, -1, -2, -3]
destruccion	-2.7	0.9	[-4, -3, -4, -3, -2, -2, -3, -1, -2, -3]
destruccionista	-2.6	0.8	[-3, -4, -2, -2, -2, -3, -3, -1, -3, -3]
destruccionistas	-2.1	0.53852	[-3, -1, -2, -2, -3, -2, -2, -2, -2, -2]
destrucciones	-2.3	0.78102	[-3, -2, -2, -2, -1, -3, -4, -2, -2, -2]
destructivo	-3.0	0.63246	[-3, -4, -3, -2, -3, -3, -3, -2, -4, -3]
destructiva	-3.0	0.63246	[-3, -4, -3, -2, -3, -3, -3, -2, -4, -3]
destruídamente	-2.4	0.91652	[-2, -3, -1, -4, -2, -3, -3, -3, -1, -2]
destruidamente	-2.4	0.91652	[-2, -3, -1, -4, -2, -3, -3, -3, -1, -2]
destructiveness	-2.4	0.91652	[-3, -3, -2, -4, -1, -2, -3, -2, -1, -3]
destructividad	-2.2	1.53623	[2, -3, -3, -4, -3, -2, -2, -2, -2, -3]
destruye	-2.4	0.91652	[-2, -1, -2, -4, -4, -2, -3, -2, -2, -2]
desacoplado	-0.5	1.20416	[-1, 2, -1, -1, -2, 0, 1, -2, -1, 0]
detener	-1.8	0.9798	[-3, -1, -2, -2, -4, -2, -1, -1, -1, -1]
detenido	-1.7	0.9	[-1, -1, -1, -1, -1, -2, -2, -2, -2, -4]
detenida	-1.7	0.9	[-1, -1, -1, -1, -1, -2, -2, -2, -2, -4]
detención	-1.5	0.67082	[-1, -2, -1, -2, -1, -1, -3, -2, -1, -1]
detencion	-1.5	0.67082	[-1, -2, -1, -2, -1, -1, -3, -2, -1, -1]
determinable	0.9	0.7	[2, 1, 1, 1, 0, 1, 2, 0, 0, 1]
determinabilidad	0.2	1.07703	[0, 0, 0, 1, 0, 1, -1, 2, -2, 1]
determinablemente	0.9	0.83066	[2, 0, 1, 1, 0, 1, 2, 2, 0, 0]
determinación	1.0	1.0	[0, 0, 0, 3, 1, 1, 2, 1, 0, 2]
determinacion	1.0	1.0	[0, 0, 0, 3, 1, 1, 2, 1, 0, 2]
determinante	0.2	0.6	[0, 1, -1, 0, 1, 1, 0, 0, 0, 0]
determinar	0.8	0.87178	[2, 1, 0, 0, 0, 2, 2, 0, 1, 0]
determino	0.8	0.87178	[2, 1, 0, 0, 0, 2, 2, 0, 1, 0]
determinas	0.8	0.87178	[2, 1, 0, 0, 0, 2, 2, 0, 1, 0]
determinamos	0.8	0.87178	[2, 1, 0, 0, 0, 2, 2, 0, 1, 0]
determinan	0.8	0.87178	[2, 1, 0, 0, 0, 2, 2, 0, 1, 0]
determinantemente	1.2	0.6	[1, 2, 0, 1, 1, 1, 2, 1, 2, 1]
determinaciones	0.8	1.16619	[0, 3, 1, 0, 1, 3, 0, 0, 0, 0]
determinativo	1.1	1.04403	[2, 0, 3, 2, 1, 1, 0, 0, 2, 0]
determinativa	1.1	1.04403	[2, 0, 3, 2, 1, 1, 0, 0, 2, 0]
determinativos	0.9	1.3	[2, 0, -2, 1, 2, 2, 2, 0, 0, 2]
determinativas	0.9	1.3	[2, 0, -2, 1, 2, 2, 2, 0, 0, 2]
determinador	1.1	1.04403	[3, 0, 1, 0, 1, 0, 2, 2, 0, 2]
determinadora	1.1	1.04403	[3, 0, 1, 0, 1, 0, 2, 2, 0, 2]
determinado	1.4	1.35647	[-2, 1, 3, 2, 2, 2, 3, 1, 1, 1]
determinada	1.4	1.35647	[-2, 1, 3, 2, 2, 2, 3, 1, 1, 1]
devastar	-3.1	0.9434	[-4, -4, -1, -4, -4, -3, -3, -3, -2, -3]
devasto	-3.1	0.9434	[-4, -4, -1, -4, -4, -3, -3, -3, -2, -3]
devastas	-3.1	0.9434	[-4, -4, -1, -4, -4, -3, -3, -3, -2, -3]
devastamos	-3.1	0.9434	[-4, -4, -1, -4, -4, -3, -3, -3, -2, -3]
devastan	-3.1	0.9434	[-4, -4, -1, -4, -4, -3, -3, -3, -2, -3]
devastado	-3.0	0.89443	[-4, -3, -3, -4, -3, -1, -3, -4, -3, -2]
devastada	-3.0	0.89443	[-4, -3, -3, -4, -3, -1, -3, -4, -3, -2]
devasta	-2.8	0.9798	[-4, -3, -2, -4, -2, -1, -3, -4, -3, -2]
devastando	-3.3	0.9	[-4, -3, -4, -4, -1, -4, -3, -3, -3, -4]
devastadamente	-2.4	1.28062	[-3, -4, -3, 0, -3, 0, -2, -3, -3, -3]
devastación	-1.8	2.13542	[-1, -1, -3, -3, -4, -3, -4, 2, 2, -3]
devastacion	-1.8	2.13542	[-1, -1, -3, -3, -4, -3, -4, 2, 2, -3]
devastaciones	-1.9	1.92094	[-3, -3, -2, -2, 1, -1, 2, -4, -4, -3]
devastador	-2.8	0.74833	[-3, -3, -2, -2, -3, -2, -3, -4, -2, -4]
devastadores	-2.9	1.22066	[-3, -2, -3, -4, -4, -4, 0, -3, -2, -4]
diablo	-3.4	0.8	[-4, -3, -4, -4, -4, -4, -2, -3, -2, -4]
diabólico	-2.2	0.87178	[-1, -3, -1, -2, -3, -2, -2, -4, -2, -2]
diabólica	-2.2	0.87178	[-1, -3, -1, -2, -3, -2, -2, -4, -2, -2]
diabolico	-2.2	0.87178	[-1, -3, -1, -2, -3, -2, -2, -4, -2, -2]
diabolica	-2.2	0.87178	[-1, -3, -1, -2, -3, -2, -2, -4, -2, -2]
diabólicamente	-1.6	0.8	[-2, -2, -3, -1, -2, -2, 0, -2, -1, -1]
diabolicamente	-1.6	0.8	[-2, -2, -3, -1, -2, -2, 0, -2, -1, -1]
diabluras	-1.6	1.35647	[-1, -1, -2, -4, -3, 0, -2, 0, 0, -3]
diablura	-2.8	1.249	[-4, -3, 0, -2, -2, -2, -3, -4, -4, -4]
diablos	-2.7	0.9	[-3, -1, -3, -2, -2, -3, -4, -3, -2, -4]
devoto	1.4	1.28062	[3, 0, 2, -1, 0, 3, 2, 2, 1, 2]
devota	1.4	1.28062	[3, 0, 2, -1, 0, 3, 2, 2, 1, 2]
devotamente	1.6	1.35647	[1, 1, 2, 2, 3, 2, 2, -2, 2, 3]
devoción	2.0	1.0	[0, 3, 2, 1, 3, 2, 2, 3, 1, 3]
devocion	2.0	1.0	[0, 3, 2, 1, 3, 2, 2, 3, 1, 3]
devociones	1.6	0.91652	[2, 3, 0, 2, 2, 3, 1, 1, 1, 1]
dedicación	2.1	0.7	[2, 2, 3, 1, 2, 3, 2, 3, 1, 2]
dedicacion	2.1	0.7	[2, 2, 3, 1, 2, 3, 2, 3, 1, 2]
piadoso	1.2	1.16619	[0, 1, 0, 2, 2, 1, 0, 0, 3, 3]
piadosa	1.2	1.16619	[0, 1, 0, 2, 2, 1, 0, 0, 3, 3]
diamante	1.4	1.42829	[0, 0, 2, 0, 1, 3, 1, 3, 0, 4]
cabeza de verga	-3.1	0.53852	[-4, -3, -3, -3, -4, -2, -3, -3, -3, -3]
cabeza de monda	-3.1	0.53852	[-4, -3, -3, -3, -4, -2, -3, -3, -3, -3]
cabeza de mondá	-3.1	0.53852	[-4, -3, -3, -3, -4, -2, -3, -3, -3, -3]
cabeza de pinga	-3.1	0.53852	[-4, -3, -3, -3, -4, -2, -3, -3, -3, -3]
cabezaeverga	-3.1	0.53852	[-4, -3, -3, -3, -4, -2, -3, -3, -3, -3]
cabezaemonda	-3.1	0.53852	[-4, -3, -3, -3, -4, -2, -3, -3, -3, -3]
cabezaepinga	-3.1	0.53852	[-4, -3, -3, -3, -4, -2, -3, -3, -3, -3]
morir	-2.9	0.9434	[-4, -3, -1, -2, -4, -3, -3, -3, -2, -4]
muero	-2.9	0.9434	[-4, -3, -1, -2, -4, -3, -3, -3, -2, -4]
mueres	-2.9	0.9434	[-4, -3, -1, -2, -4, -3, -3, -3, -2, -4]
morimos	-2.9	0.9434	[-4, -3, -1, -2, -4, -3, -3, -3, -2, -4]
mueren	-2.9	0.9434	[-4, -3, -1, -2, -4, -3, -3, -3, -2, -4]
morí	-2.6	1.28062	[-3, -1, -3, -4, -2, -4, -3, -4, -2, 0]
mori	-2.6	1.28062	[-3, -1, -3, -4, -2, -4, -3, -4, -2, 0]
moriste	-2.6	1.28062	[-3, -1, -3, -4, -2, -4, -3, -4, -2, 0]
morimos	-2.6	1.28062	[-3, -1, -3, -4, -2, -4, -3, -4, -2, 0]
mueren	-2.6	1.28062	[-3, -1, -3, -4, -2, -4, -3, -4, -2, 0]
difícil	-1.5	0.5	[-2, -2, -1, -1, -2, -1, -1, -2, -1, -2]
dificil	-1.5	0.5	[-2, -2, -1, -1, -2, -1, -1, -2, -1, -2]
dificultades	-1.2	0.4	[-1, -2, -1, -1, -1, -2, -1, -1, -1, -1]
difícilmente	-1.7	0.45826	[-1, -2, -1, -2, -2, -1, -2, -2, -2, -2]
dificilmente	-1.7	0.45826	[-1, -2, -1, -2, -2, -1, -2, -2, -2, -2]
tímido	-1.0	0.44721	[-1, -1, -1, -1, -1, 0, -2, -1, -1, -1]
tímida	-1.0	0.44721	[-1, -1, -1, -1, -1, 0, -2, -1, -1, -1]
timido	-1.0	0.44721	[-1, -1, -1, -1, -1, 0, -2, -1, -1, -1]
timida	-1.0	0.44721	[-1, -1, -1, -1, -1, 0, -2, -1, -1, -1]
digno	2.2	0.6	[1, 2, 2, 2, 3, 3, 3, 2, 2, 2]
digna	2.2	0.6	[1, 2, 2, 2, 3, 3, 3, 2, 2, 2]
dignos	2.0	0.7746	[1, 3, 2, 2, 3, 3, 2, 2, 1, 1]
dignas	2.0	0.7746	[1, 3, 2, 2, 3, 3, 2, 2, 1, 1]
dignificar	1.8	0.74833	[1, 2, 2, 1, 3, 3, 1, 2, 2, 1]
dignifico	1.8	0.74833	[1, 2, 2, 1, 3, 3, 1, 2, 2, 1]
dignificas	1.8	0.74833	[1, 2, 2, 1, 3, 3, 1, 2, 2, 1]
dignificamos	1.8	0.74833	[1, 2, 2, 1, 3, 3, 1, 2, 2, 1]
dignifican	1.8	0.74833	[1, 2, 2, 1, 3, 3, 1, 2, 2, 1]
dignificando	2.1	1.04403	[1, 1, 1, 3, 1, 4, 2, 3, 2, 3]
dignatarios	0.6	0.91652	[0, 0, 1, 0, 0, 0, 3, 0, 1, 1]
dignatarias	0.6	0.91652	[0, 0, 1, 0, 0, 0, 3, 0, 1, 1]
dignidades	1.4	0.66332	[1, 2, 1, 1, 3, 2, 1, 1, 1, 1]
dignidad	1.7	0.9	[0, 3, 2, 1, 2, 1, 2, 3, 1, 2]
dilema	-0.7	1.48661	[2, -1, -2, -2, -1, -1, 2, 0, -2, -2]
idiota	-2.1	0.7	[-1, -2, -2, -3, -2, -3, -3, -2, -2, -1]
terrible	-2.0	1.26491	[-2, -3, -3, -2, -3, -1, -1, 1, -3, -3]
suciedad	-1.4	0.91652	[-1, -1, -1, 0, -3, -1, -1, -2, -3, -1]
sucio	-1.9	0.83066	[-2, -1, -1, -1, -2, -2, -1, -3, -3, -3]
sucia	-1.9	0.83066	[-2, -1, -1, -1, -2, -2, -1, -3, -3, -3]
inhabilitando	-2.1	0.53852	[-2, -1, -3, -3, -2, -2, -2, -2, -2, -2]
desventaja	-1.8	0.4	[-2, -2, -1, -2, -2, -1, -2, -2, -2, -2]
desaventajado	-1.7	0.64031	[-2, -2, -3, -1, -2, -2, -2, -1, -1, -1]
desaventajada	-1.7	0.64031	[-2, -2, -3, -1, -2, -2, -2, -1, -1, -1]
desventajoso	-1.8	0.74833	[-1, -2, -2, -1, -3, -1, -1, -2, -3, -2]
desventajosa	-1.8	0.74833	[-1, -2, -2, -1, -3, -1, -1, -2, -3, -2]
desventajosamente	-2.1	0.83066	[-2, -4, -1, -2, -1, -2, -2, -2, -3, -2]
desventajas	-1.7	0.64031	[-2, -2, -3, -1, -2, -2, -2, -1, -1, -1]
discrepar	-1.6	0.4899	[-1, -2, -1, -1, -2, -2, -2, -2, -1, -2]
discrepo	-1.6	0.4899	[-1, -2, -1, -1, -2, -2, -2, -2, -1, -2]
discrepas	-1.6	0.4899	[-1, -2, -1, -1, -2, -2, -2, -2, -1, -2]
discrepamos	-1.6	0.4899	[-1, -2, -1, -1, -2, -2, -2, -2, -1, -2]
discrepan	-1.6	0.4899	[-1, -2, -1, -1, -2, -2, -2, -2, -1, -2]
desagradable	-1.7	0.64031	[-1, -2, -1, -1, -1, -2, -2, -2, -3, -2]
desagradables	-1.7	0.64031	[-1, -2, -1, -1, -1, -2, -2, -2, -3, -2]
desagrado	-1.7	0.64031	[-1, -1, -2, -2, -1, -2, -3, -1, -2, -2]
desagrados	-1.9	0.9434	[-2, 0, -3, -1, -2, -3, -2, -1, -3, -2]
desagradablemente	-1.5	0.67082	[-3, -2, -1, -1, -1, -2, -1, -2, -1, -1]
discrepando	-1.4	0.8	[-1, 0, -1, -2, -2, -1, -3, -1, -1, -2]
desacuerdo	-1.5	0.67082	[-2, -1, -1, -1, -1, -1, -1, -3, -2, -2]
desacuerdos	-1.8	0.6	[-2, -3, -1, -2, -2, -1, -2, -2, -1, -2]
discrepa	-1.3	0.45826	[-1, -2, -1, -1, -1, -1, -1, -2, -1, -2]
desaparecer	-0.9	0.7	[-2, -1, 0, 0, -2, -1, -1, -1, 0, -1]
desaparecezco	-0.9	0.7	[-2, -1, 0, 0, -2, -1, -1, -1, 0, -1]
desapareces	-0.9	0.7	[-2, -1, 0, 0, -2, -1, -1, -1, 0, -1]
desaparecemos	-0.9	0.7	[-2, -1, 0, 0, -2, -1, -1, -1, 0, -1]
desaparecen	-0.9	0.7	[-2, -1, 0, 0, -2, -1, -1, -1, 0, -1]
desaparecí	-0.9	0.7	[-2, 0, -1, -1, 0, 0, -2, -1, -1, -1]
desapareci	-0.9	0.7	[-2, 0, -1, -1, 0, 0, -2, -1, -1, -1]
desapareció	-0.9	0.7	[-2, 0, -1, -1, 0, 0, -2, -1, -1, -1]
desaparecio	-0.9	0.7	[-2, 0, -1, -1, 0, 0, -2, -1, -1, -1]
desaparecieron	-0.9	0.7	[-2, 0, -1, -1, 0, 0, -2, -1, -1, -1]
desaparecimos	-0.9	0.7	[-2, 0, -1, -1, 0, 0, -2, -1, -1, -1]
desaparece	-1.4	0.8	[-2, -2, 0, 0, -2, -1, -2, -1, -2, -2]
decepcionar	-1.7	0.64031	[-1, -1, -1, -3, -2, -2, -2, -1, -2, -2]
decepciono	-1.7	0.64031	[-1, -1, -1, -3, -2, -2, -2, -1, -2, -2]
decepcionas	-1.7	0.64031	[-1, -1, -1, -3, -2, -2, -2, -1, -2, -2]
decepcionamos	-1.7	0.64031	[-1, -1, -1, -3, -2, -2, -2, -1, -2, -2]
decepcionan	-1.7	0.64031	[-1, -1, -1, -3, -2, -2, -2, -1, -2, -2]
decepcionado	-2.1	0.83066	[-1, -3, -2, -2, -3, -1, -1, -2, -3, -3]
decepcionada	-2.1	0.83066	[-1, -3, -2, -2, -3, -1, -1, -2, -3, -3]
decepcionadamente	-1.7	0.78102	[-3, -1, -3, -1, -2, -1, -1, -2, -2, -1]
decepcionante	-2.2	0.6	[-1, -2, -2, -3, -3, -2, -2, -2, -3, -2]
decepcionantemente	-1.9	0.7	[-2, -1, -1, -3, -2, -3, -2, -2, -1, -2]
decepción	-2.3	1.00499	[-3, -1, -4, -1, -3, -1, -3, -2, -2, -3]
decepcion	-2.3	1.00499	[-3, -1, -4, -1, -3, -1, -3, -2, -2, -3]
decepciones	-2.0	1.09545	[-1, -2, -4, -3, -2, -2, -3, 0, -2, -1]
decepciona	-1.6	0.4899	[-2, -1, -1, -1, -2, -1, -2, -2, -2, -2]
desastre	-3.1	0.83066	[-2, -4, -4, -3, -3, -2, -4, -3, -2, -4]
desastres	-2.6	0.8	[-2, -2, -3, -1, -3, -3, -2, -4, -3, -3]
desastrozo	-2.9	0.53852	[-2, -2, -3, -3, -3, -3, -4, -3, -3, -3]
desastroza	-2.9	0.53852	[-2, -2, -3, -3, -3, -3, -4, -3, -3, -3]
descartar	-1.0	0.44721	[-1, -1, -1, -1, 0, -1, -1, -1, -2, -1]
descarto	-1.0	0.44721	[-1, -1, -1, -1, 0, -1, -1, -1, -2, -1]
